store, eta, time
7554,24-34,2022-12-24 05:01:58
7556,17-32,2022-12-24 05:01:58
7557,14-24,2022-12-24 05:01:58
7549,20-30,2022-12-24 05:01:57
7552,20-30,2022-12-24 05:01:58
7539,15-25,2022-12-24 05:01:57
7563,20-30,2022-12-24 05:01:58
7560,14-24,2022-12-24 05:01:58
7559,17-27,2022-12-24 05:01:58
7564,14-24,2022-12-24 05:01:58
7565,30-40,2022-12-24 05:01:58
7558,15-25,2022-12-24 05:01:58
7568,15-30,2022-12-24 05:01:58
7561,14-24,2022-12-24 05:01:58
7569,15-25,2022-12-24 05:02:01
7572,17-27,2022-12-24 05:01:58
7555,15-25,2022-12-24 05:01:58
7566,20-35,2022-12-24 05:01:58
7533,20-25,2022-12-24 05:01:57
7576,14-24,2022-12-24 05:01:58
7573,15-30,2022-12-24 05:01:58
7575,21-36,2022-12-24 05:01:58
7538,12-22,2022-12-24 05:01:57
7544,15-25,2022-12-24 05:01:57
7553,30-40,2022-12-24 05:01:57
7571,15-25,2022-12-24 05:01:58
7577,20-30,2022-12-24 05:01:58
7578,18-33,2022-12-24 05:01:58
7585,40-50,2022-12-24 05:01:59
7582,20-35,2022-12-24 05:01:58
7584,15-25,2022-12-24 05:01:59
7586,20-35,2022-12-24 05:01:59
7590,20-35,2022-12-24 05:01:59
7583,15-30,2022-12-24 05:01:59
7588,20-30,2022-12-24 05:01:59
7592,14-29,2022-12-24 05:01:59
7596,14-24,2022-12-24 05:01:59
7591,25-35,2022-12-24 05:01:59
7593,20-30,2022-12-24 05:01:59
7597,20-35,2022-12-24 05:01:59
7599,15-25,2022-12-24 05:01:59
7598,14-24,2022-12-24 05:01:59
7601,14-24,2022-12-24 05:01:59
7603,18-28,2022-12-24 05:01:59
7602,15-25,2022-12-24 05:01:59
7608,13-23,2022-12-24 05:01:59
7604,15-25,2022-12-24 05:01:59
7606,15-30,2022-12-24 05:01:59
7607,14-24,2022-12-24 05:01:59
7612,14-24,2022-12-24 05:02:00
7611,14-24,2022-12-24 05:01:59
7610,15-25,2022-12-24 05:01:59
7614,20-30,2022-12-24 05:02:00
7613,20-35,2022-12-24 05:02:00
7616,20-30,2022-12-24 05:02:00
7617,13-23,2022-12-24 05:02:00
7620,15-25,2022-12-24 05:02:00
7623,15-15,2022-12-24 05:02:00
7619,20-30,2022-12-24 05:02:00
7618,20-30,2022-12-24 05:02:00
7627,15-15,2022-12-24 05:02:00
7626,13-23,2022-12-24 05:02:00
7624,15-15,2022-12-24 05:02:00
7621,15-25,2022-12-24 05:02:00
7628,15-15,2022-12-24 05:02:00
7629,15-25,2022-12-24 05:02:00
7625,15-20,2022-12-24 05:02:00
7631,25-40,2022-12-24 05:02:00
7630,20-35,2022-12-24 05:02:00
7632,15-15,2022-12-24 05:02:00
7633,15-15,2022-12-24 05:02:03
7634,13-28,2022-12-24 05:02:00
7636,15-20,2022-12-24 05:02:01
7635,15-25,2022-12-24 05:02:01
7637,15-25,2022-12-24 05:02:01
7638,20-35,2022-12-24 05:02:01
7642,15-25,2022-12-24 05:02:01
7643,15-25,2022-12-24 05:02:01
7645,15-25,2022-12-24 05:02:01
7644,14-24,2022-12-24 05:02:01
7648,14-24,2022-12-24 05:02:01
7646,13-23,2022-12-24 05:02:01
7650,17-27,2022-12-24 05:02:01
7651,17-27,2022-12-24 05:02:01
7649,20-30,2022-12-24 05:02:01
7652,14-24,2022-12-24 05:02:01
7605,20-30,2022-12-24 05:01:59
7656,18-28,2022-12-24 05:02:01
7657,20-30,2022-12-24 05:02:01
7658,14-24,2022-12-24 05:02:01
7647,20-30,2022-12-24 05:02:01
7664,15-25,2022-12-24 05:02:02
7661,14-24,2022-12-24 05:02:02
7660,15-30,2022-12-24 05:02:01
7666,15-25,2022-12-24 05:02:02
7665,15-25,2022-12-24 05:02:02
7663,20-30,2022-12-24 05:02:02
7667,19-29,2022-12-24 05:02:02
7668,12-22,2022-12-24 05:02:02
7669,14-29,2022-12-24 05:02:02
7672,25-35,2022-12-24 05:02:02
7670,20-30,2022-12-24 05:02:02
7673,14-24,2022-12-24 05:02:02
7679,15-25,2022-12-24 05:02:02
7674,18-28,2022-12-24 05:02:02
7677,20-30,2022-12-24 05:02:02
7683,20-30,2022-12-24 05:02:02
7681,15-25,2022-12-24 05:02:02
7682,20-35,2022-12-24 05:02:03
7680,15-25,2022-12-24 05:02:02
7676,15-25,2022-12-24 05:02:04
7686,15-15,2022-12-24 05:02:02
7688,14-24,2022-12-24 05:02:02
7684,15-15,2022-12-24 05:02:02
7685,20-30,2022-12-24 05:02:02
7691,20-35,2022-12-24 05:02:03
7701,17-27,2022-12-24 04:02:03
7693,15-25,2022-12-24 05:02:02
7694,13-23,2022-12-24 05:02:03
7703,24-34,2022-12-24 04:02:03
7692,20-35,2022-12-24 05:02:03
7702,13-23,2022-12-24 04:02:03
7690,15-25,2022-12-24 05:02:03
7704,11-21,2022-12-24 04:02:03
7705,12-27,2022-12-24 04:02:03
7709,11-21,2022-12-24 04:02:03
7711,20-30,2022-12-24 04:02:03
7708,20-35,2022-12-24 04:02:03
7712,13-23,2022-12-24 04:02:03
7707,20-30,2022-12-24 04:02:03
7710,15-25,2022-12-24 04:02:03
7713,13-23,2022-12-24 04:02:03
7714,11-21,2022-12-24 04:02:03
7715,15-25,2022-12-24 04:02:03
7716,11-21,2022-12-24 04:02:03
7722,11-21,2022-12-24 04:02:04
7720,20-30,2022-12-24 04:02:04
7717,15-25,2022-12-24 04:02:03
7723,20-35,2022-12-24 04:02:04
7724,20-35,2022-12-24 04:02:04
7729,15-15,2022-12-24 04:02:04
7726,15-25,2022-12-24 04:02:04
7719,13-23,2022-12-24 04:02:03
7728,33-33,2022-12-24 04:02:04
7732,15-25,2022-12-24 04:02:04
7731,14-14,2022-12-24 04:02:04
7735,20-35,2022-12-24 04:02:04
7737,15-25,2022-12-24 04:02:04
7734,20-30,2022-12-24 04:02:04
7718,13-23,2022-12-24 04:02:03
7739,15-25,2022-12-24 04:02:04
7736,20-30,2022-12-24 04:02:04
7741,25-35,2022-12-24 04:02:04
7740,17-27,2022-12-24 04:02:04
7721,11-21,2022-12-24 04:02:04
7725,15-25,2022-12-24 04:02:04
7744,20-30,2022-12-24 04:02:05
7738,20-30,2022-12-24 04:02:04
7742,18-28,2022-12-24 04:02:05
7745,20-30,2022-12-24 04:02:05
7743,20-30,2022-12-24 04:02:05
7746,15-25,2022-12-24 04:02:05
7733,40-50,2022-12-24 04:02:04
7727,20-30,2022-12-24 04:02:04
7747,20-30,2022-12-24 04:02:05
7748,15-25,2022-12-24 04:02:05
7751,13-28,2022-12-24 04:02:05
7763,20-30,2022-12-24 04:02:05
7760,20-25,2022-12-24 04:02:05
7767,20-35,2022-12-24 04:02:06
7758,35-45,2022-12-24 04:02:05
7766,25-39,2022-12-24 04:02:05
7764,40-55,2022-12-24 04:02:05
7765,25-35,2022-12-24 04:02:05
7770,15-25,2022-12-24 04:02:06
7772,15-25,2022-12-24 04:02:06
7771,20-30,2022-12-24 04:02:06
7768,13-13,2022-12-24 04:02:06
7773,30-40,2022-12-24 04:02:06
7775,15-25,2022-12-24 04:02:06
7769,20-20,2022-12-24 04:02:05
7774,20-30,2022-12-24 04:02:06
7752,30-40,2022-12-24 04:02:05
7778,35-50,2022-12-24 04:02:06
7780,17-27,2022-12-24 04:02:06
7776,15-25,2022-12-24 04:02:06
7781,15-25,2022-12-24 04:02:06
7785,15-25,2022-12-24 04:02:06
7787,20-30,2022-12-24 04:02:06
7784,20-30,2022-12-24 04:02:06
7790,26-36,2022-12-24 04:02:06
7786,20-25,2022-12-24 04:02:06
7783,20-25,2022-12-24 04:02:06
7789,15-25,2022-12-24 04:02:06
7756,20-35,2022-12-24 04:02:05
7757,13-23,2022-12-24 04:02:05
7759,13-13,2022-12-24 04:02:05
7793,20-30,2022-12-24 04:02:07
7777,11-21,2022-12-24 04:02:06
7791,20-30,2022-12-24 04:02:06
7754,15-25,2022-12-24 04:02:05
7792,20-30,2022-12-24 04:02:07
7779,20-30,2022-12-24 04:02:06
7805,15-25,2022-12-24 04:02:07
7797,35-45,2022-12-24 04:02:07
7753,20-30,2022-12-24 04:02:05
7800,20-30,2022-12-24 04:02:08
7762,20-30,2022-12-24 04:02:06
7796,15-25,2022-12-24 04:02:07
7795,20-30,2022-12-24 04:02:07
7804,13-23,2022-12-24 04:02:07
7802,15-25,2022-12-24 04:02:07
7803,15-25,2022-12-24 04:02:07
7808,20-30,2022-12-24 04:02:07
7810,10-10,2022-12-24 04:02:07
7750,20-30,2022-12-24 04:02:05
7813,15-25,2022-12-24 04:02:08
7806,15-25,2022-12-24 04:02:07
7814,15-25,2022-12-24 04:02:07
7817,20-30,2022-12-24 04:02:07
7816,15-30,2022-12-24 04:02:07
7749,20-30,2022-12-24 04:02:05
7815,15-25,2022-12-24 04:02:07
7820,20-30,2022-12-24 04:02:07
7821,2-12,2022-12-24 04:02:07
7822,18-23,2022-12-24 04:02:08
7818,25-35,2022-12-24 04:02:07
7824,20-30,2022-12-24 04:02:08
7823,20-30,2022-12-24 04:02:08
7809,20-30,2022-12-24 04:02:07
7828,15-25,2022-12-24 04:02:08
7826,20-30,2022-12-24 04:02:08
7827,30-40,2022-12-24 04:02:08
7825,30-40,2022-12-24 04:02:08
7831,20-30,2022-12-24 04:02:08
7830,30-45,2022-12-24 04:02:08
7833,17-27,2022-12-24 04:02:08
7840,17-27,2022-12-24 04:02:08
7832,20-35,2022-12-24 04:02:08
7835,20-30,2022-12-24 04:02:08
7837,15-25,2022-12-24 04:02:08
7807,20-30,2022-12-24 04:02:07
7829,20-25,2022-12-24 04:02:08
7841,15-25,2022-12-24 04:02:08
7838,15-25,2022-12-24 04:02:08
7836,22-32,2022-12-24 04:02:08
7843,20-30,2022-12-24 04:02:08
7849,20-30,2022-12-24 04:02:14
7845,20-30,2022-12-24 04:02:09
7842,15-25,2022-12-24 04:02:08
7848,15-25,2022-12-24 04:02:09
7852,15-25,2022-12-24 04:02:09
7844,15-25,2022-12-24 04:02:09
7851,15-25,2022-12-24 04:02:09
7854,15-25,2022-12-24 04:02:09
7855,25-35,2022-12-24 04:02:09
7857,20-30,2022-12-24 04:02:09
7860,15-25,2022-12-24 04:02:09
7853,15-25,2022-12-24 04:02:09
7861,13-13,2022-12-24 04:02:09
7839,24-34,2022-12-24 04:02:08
7862,15-15,2022-12-24 04:02:09
7863,20-30,2022-12-24 04:02:09
7856,20-30,2022-12-24 04:02:09
7869,16-26,2022-12-24 04:02:09
7859,20-20,2022-12-24 04:02:09
7866,20-30,2022-12-24 04:02:09
7864,25-35,2022-12-24 04:02:09
7867,15-15,2022-12-24 04:02:09
7870,13-23,2022-12-24 04:02:09
7871,25-40,2022-12-24 04:02:10
7873,15-15,2022-12-24 04:02:10
7878,20-35,2022-12-24 04:02:10
7876,25-35,2022-12-24 04:02:10
7875,20-30,2022-12-24 04:02:10
7882,15-15,2022-12-24 04:02:10
7877,30-30,2022-12-24 04:02:10
7881,20-20,2022-12-24 04:02:10
7850,17-32,2022-12-24 04:02:09
7884,20-30,2022-12-24 04:02:10
7879,20-30,2022-12-24 04:02:10
7886,45-55,2022-12-24 04:02:10
7889,20-30,2022-12-24 04:02:10
7891,12-22,2022-12-24 04:02:10
7888,31-41,2022-12-24 04:02:10
7892,20-20,2022-12-24 04:02:10
7893,20-30,2022-12-24 04:02:11
7890,12-22,2022-12-24 04:02:10
7894,20-30,2022-12-24 04:02:10
7874,20-30,2022-12-24 04:02:10
7885,15-25,2022-12-24 04:02:10
7895,20-35,2022-12-24 04:02:10
7897,15-25,2022-12-24 04:02:11
7900,15-25,2022-12-24 04:02:11
7906,20-30,2022-12-24 04:02:11
7896,35-45,2022-12-24 04:02:11
7901,35-50,2022-12-24 04:02:11
7902,20-30,2022-12-24 04:02:11
7912,15-15,2022-12-24 04:02:11
7915,20-32,2022-12-24 04:02:11
7903,14-24,2022-12-24 04:02:11
7914,20-20,2022-12-24 04:02:11
7913,30-40,2022-12-24 04:02:11
7916,20-30,2022-12-24 04:02:11
7883,20-30,2022-12-24 04:02:10
7917,20-30,2022-12-24 04:02:11
7919,30-45,2022-12-24 04:02:11
7918,20-30,2022-12-24 04:02:11
7921,20-30,2022-12-24 04:02:11
7924,35-45,2022-12-24 04:02:11
7920,35-45,2022-12-24 04:02:11
7926,20-25,2022-12-24 04:02:12
7925,30-45,2022-12-24 04:02:11
7887,20-30,2022-12-24 04:02:10
7932,20-30,2022-12-24 04:02:12
7927,30-45,2022-12-24 04:02:11
7931,40-50,2022-12-24 04:02:12
7929,20-30,2022-12-24 04:02:12
7930,30-45,2022-12-24 04:02:11
7938,20-30,2022-12-24 04:02:12
7937,30-45,2022-12-24 04:02:12
7933,20-30,2022-12-24 04:02:12
7934,20-35,2022-12-24 04:02:12
7939,20-35,2022-12-24 04:02:12
7940,20-25,2022-12-24 04:02:12
7935,32-47,2022-12-24 04:02:12
7944,20-30,2022-12-24 04:02:12
7946,20-25,2022-12-24 04:02:12
7956,30-40,2022-12-24 04:02:12
7936,20-30,2022-12-24 04:02:12
7963,20-25,2022-12-24 04:02:13
7947,20-30,2022-12-24 04:02:12
7942,20-30,2022-12-24 04:02:12
7948,20-25,2022-12-24 04:02:12
7945,18-23,2022-12-24 04:02:12
7951,20-25,2022-12-24 04:02:12
7957,20-30,2022-12-24 04:02:12
7961,15-25,2022-12-24 04:02:12
7923,20-30,2022-12-24 04:02:11
7950,20-25,2022-12-24 04:02:12
7973,30-40,2022-12-24 04:02:13
7954,20-30,2022-12-24 04:02:12
7966,20-30,2022-12-24 04:02:13
7941,20-25,2022-12-24 04:02:12
7992,25-35,2022-12-24 04:02:13
7984,25-35,2022-12-24 04:02:13
7982,25-35,2022-12-24 04:02:13
7990,15-25,2022-12-24 04:02:13
7972,20-30,2022-12-24 04:02:13
7981,20-30,2022-12-24 04:02:13
7994,20-30,2022-12-24 04:02:13
7978,20-30,2022-12-24 04:02:13
7980,20-35,2022-12-24 04:02:13
7993,20-30,2022-12-24 04:02:13
7974,20-25,2022-12-24 04:02:13
8005,12-22,2022-12-24 06:02:14
8000,20-30,2022-12-24 04:02:13
7985,20-30,2022-12-24 04:02:13
8007,20-30,2022-12-24 06:02:15
8002,20-30,2022-12-24 06:02:13
8012,11-21,2022-12-24 06:02:14
7996,35-45,2022-12-24 04:02:13
8001,20-30,2022-12-24 06:02:13
8011,20-30,2022-12-24 06:02:14
7995,19-34,2022-12-24 04:02:13
8006,20-30,2022-12-24 06:02:14
8008,20-30,2022-12-24 06:02:14
8009,20-30,2022-12-24 06:02:14
8017,80-80,2022-12-24 06:02:14
8004,12-22,2022-12-24 06:02:14
7991,20-30,2022-12-24 04:02:13
8014,15-25,2022-12-24 06:02:14
8016,15-25,2022-12-24 06:02:14
8019,12-22,2022-12-24 05:02:14
8018,25-35,2022-12-24 06:02:14
8020,20-30,2022-12-24 06:02:14
8021,21-26,2022-12-24 06:02:14
8022,20-30,2022-12-24 06:02:14
8015,15-25,2022-12-24 06:02:14
8023,15-30,2022-12-24 06:02:14
8024,13-23,2022-12-24 06:02:14
8003,20-30,2022-12-24 06:02:13
8028,12-22,2022-12-24 05:02:15
8025,15-25,2022-12-24 06:02:14
8032,19-29,2022-12-24 06:02:15
8033,14-24,2022-12-24 06:02:15
8027,15-25,2022-12-24 06:02:14
8038,19-29,2022-12-24 06:02:15
8029,20-30,2022-12-24 06:02:14
8030,15-30,2022-12-24 06:02:15
8031,20-30,2022-12-24 06:02:14
8039,28-38,2022-12-24 06:02:15
8035,12-22,2022-12-24 06:02:15
8044,15-25,2022-12-24 06:02:15
8042,20-30,2022-12-24 06:02:15
8036,14-29,2022-12-24 06:02:15
8041,20-30,2022-12-24 06:02:15
8040,14-24,2022-12-24 06:02:15
8037,17-27,2022-12-24 06:02:15
8047,20-30,2022-12-24 06:02:15
8043,15-25,2022-12-24 05:02:15
8048,15-25,2022-12-24 06:02:15
8045,13-23,2022-12-24 06:02:15
8050,15-25,2022-12-24 07:02:15
8046,15-25,2022-12-24 06:02:15
8054,20-20,2022-12-24 06:02:15
8051,20-30,2022-12-24 06:02:15
8056,12-22,2022-12-24 05:02:16
8052,20-30,2022-12-24 06:02:15
8053,20-30,2022-12-24 06:02:15
8058,20-30,2022-12-24 06:02:16
8059,20-30,2022-12-24 06:02:16
8064,20-30,2022-12-24 06:02:16
8060,20-30,2022-12-24 06:02:16
8055,20-30,2022-12-24 06:02:19
8061,15-25,2022-12-24 06:02:16
8049,21-31,2022-12-24 06:02:15
8066,18-28,2022-12-24 06:02:16
8062,20-30,2022-12-24 06:02:16
8067,20-30,2022-12-24 06:02:17
8065,20-30,2022-12-24 06:02:16
8070,20-30,2022-12-24 06:02:16
8063,17-27,2022-12-24 06:02:16
8071,15-25,2022-12-24 06:02:16
8072,20-30,2022-12-24 06:02:16
8074,17-27,2022-12-24 06:02:16
8069,20-30,2022-12-24 06:02:16
8057,16-31,2022-12-24 06:02:16
8068,12-19,2022-12-24 06:02:16
8077,20-30,2022-12-24 06:02:17
8076,20-30,2022-12-24 06:02:17
8073,20-30,2022-12-24 06:02:16
8075,15-25,2022-12-24 06:02:17
8080,15-25,2022-12-24 06:02:17
8082,16-26,2022-12-24 07:02:17
8078,15-25,2022-12-24 06:02:17
8079,15-25,2022-12-24 06:02:17
8087,15-25,2022-12-24 07:02:17
8088,20-28,2022-12-24 07:02:17
8092,20-30,2022-12-24 07:02:17
8093,20-30,2022-12-24 07:02:17
8083,20-30,2022-12-24 07:02:17
8096,15-25,2022-12-24 07:02:17
8095,13-23,2022-12-24 07:02:17
8099,10-20,2022-12-24 05:02:17
8081,20-30,2022-12-24 06:02:17
8085,20-30,2022-12-24 07:02:17
8102,20-30,2022-12-24 04:02:17
8100,20-30,2022-12-24 04:02:17
8103,20-35,2022-12-24 04:02:17
8094,20-35,2022-12-24 07:02:17
8106,17-27,2022-12-24 04:02:18
8109,26-36,2022-12-24 04:02:18
8108,20-30,2022-12-24 04:02:18
8097,14-24,2022-12-24 07:02:17
8112,28-38,2022-12-24 04:02:18
8116,15-25,2022-12-24 04:02:18
8111,20-30,2022-12-24 04:02:18
8110,25-35,2022-12-24 04:02:18
8115,30-40,2022-12-24 04:02:18
8113,12-22,2022-12-24 04:02:18
8119,15-25,2022-12-24 04:02:18
8120,30-40,2022-12-24 04:02:18
8122,20-30,2022-12-24 04:02:18
8118,20-30,2022-12-24 04:02:18
8121,20-30,2022-12-24 04:02:18
8126,20-30,2022-12-24 04:02:18
8129,17-27,2022-12-24 04:02:18
8125,20-30,2022-12-24 04:02:18
8128,30-40,2022-12-24 04:02:18
8123,10-10,2022-12-24 04:02:18
8133,15-25,2022-12-24 04:02:19
8131,15-25,2022-12-24 04:02:19
8134,30-40,2022-12-24 04:02:19
8132,15-25,2022-12-24 04:02:19
8139,20-30,2022-12-24 04:02:19
8135,20-25,2022-12-24 04:02:19
8144,16-26,2022-12-24 04:02:19
8130,20-30,2022-12-24 04:02:18
8140,30-40,2022-12-24 04:02:19
8137,18-33,2022-12-24 04:02:19
8138,30-40,2022-12-24 04:02:19
8127,20-30,2022-12-24 04:02:18
8141,19-29,2022-12-24 04:02:19
8145,20-30,2022-12-24 04:02:19
8142,14-29,2022-12-24 04:02:19
8150,14-19,2022-12-24 04:02:19
8147,20-30,2022-12-24 04:02:19
8148,20-30,2022-12-24 04:02:19
8153,25-35,2022-12-24 04:02:19
8160,14-24,2022-12-24 04:02:19
8161,,2022-12-24 03:57:48
8146,15-25,2022-12-24 04:02:19
8156,16-26,2022-12-24 04:02:19
8164,20-30,2022-12-24 04:02:20
8151,30-40,2022-12-24 04:02:19
8152,20-30,2022-12-24 04:02:19
8166,20-30,2022-12-24 04:02:20
8157,20-30,2022-12-24 04:02:19
8168,30-40,2022-12-24 04:02:20
8167,30-40,2022-12-24 04:02:20
8172,25-25,2022-12-24 06:02:20
8175,15-25,2022-12-24 04:02:20
8177,20-30,2022-12-24 04:02:20
8173,20-30,2022-12-24 04:02:20
8170,20-30,2022-12-24 04:02:20
8188,20-30,2022-12-24 04:02:20
8180,15-25,2022-12-24 04:02:20
8185,25-35,2022-12-24 04:02:20
8194,20-30,2022-12-24 04:02:20
8189,20-25,2022-12-24 04:02:20
8176,35-45,2022-12-24 04:02:20
8187,14-14,2022-12-24 04:02:20
8174,20-30,2022-12-24 04:02:20
8195,20-30,2022-12-24 06:02:20
8209,15-25,2022-12-24 04:02:21
8207,25-35,2022-12-24 04:02:21
8197,20-30,2022-12-24 06:02:20
8201,20-30,2022-12-24 04:02:21
8205,30-40,2022-12-24 04:02:21
8217,30-40,2022-12-24 04:02:21
8212,30-40,2022-12-24 04:02:21
8200,15-25,2022-12-24 04:02:20
8219,20-30,2022-12-24 04:02:21
8196,15-25,2022-12-24 06:02:20
8206,13-23,2022-12-24 04:02:21
8210,,2022-12-24 04:02:21
8223,15-25,2022-12-24 04:02:21
8215,20-30,2022-12-24 04:02:21
8214,15-25,2022-12-24 04:02:21
8224,15-25,2022-12-24 04:02:21
8226,15-25,2022-12-24 04:02:21
8227,20-30,2022-12-24 04:02:21
8235,10-10,2022-12-24 04:02:21
8236,20-30,2022-12-24 04:02:21
8232,15-15,2022-12-24 04:02:21
8233,30-40,2022-12-24 04:02:21
8240,21-31,2022-12-24 04:02:22
8230,15-25,2022-12-24 04:02:21
8229,30-30,2022-12-24 04:02:21
8193,20-30,2022-12-24 04:02:20
8237,12-12,2022-12-24 04:02:21
8238,20-30,2022-12-24 04:02:22
8241,14-14,2022-12-24 04:02:22
8192,14-29,2022-12-24 04:02:20
8242,13-23,2022-12-24 04:02:22
8246,15-30,2022-12-24 04:02:22
8244,14-24,2022-12-24 04:02:22
8243,15-25,2022-12-24 04:02:22
8248,20-30,2022-12-24 04:02:22
8251,15-25,2022-12-24 04:02:22
8252,20-30,2022-12-24 04:02:22
8245,11-21,2022-12-24 04:02:22
8249,20-25,2022-12-24 04:02:22
8258,15-15,2022-12-24 04:02:22
8253,20-30,2022-12-24 04:02:22
8225,,2022-12-24 03:57:50
8266,15-25,2022-12-24 04:02:22
8264,13-13,2022-12-24 04:02:22
8261,20-30,2022-12-24 04:02:22
8271,15-25,2022-12-24 04:02:22
8269,15-25,2022-12-24 04:02:22
8279,20-30,2022-12-24 04:02:23
8278,20-30,2022-12-24 04:02:23
8270,20-30,2022-12-24 04:02:23
8274,25-35,2022-12-24 04:02:23
8280,17-32,2022-12-24 04:02:23
8273,30-40,2022-12-24 04:02:22
8281,20-35,2022-12-24 07:02:23
8276,20-35,2022-12-24 04:02:23
8282,15-30,2022-12-24 04:02:23
8283,18-28,2022-12-24 04:02:23
8288,15-25,2022-12-24 04:02:23
8286,2-12,2022-12-24 04:02:23
8255,15-25,2022-12-24 04:02:22
8287,18-28,2022-12-24 04:02:23
8284,15-30,2022-12-24 04:02:23
8296,20-30,2022-12-24 07:02:23
8294,18-28,2022-12-24 04:02:23
8295,15-25,2022-12-24 07:02:23
8300,30-40,2022-12-24 04:02:23
8290,20-30,2022-12-24 04:02:23
8303,15-25,2022-12-24 04:02:24
8307,15-15,2022-12-24 04:02:24
8301,15-25,2022-12-24 04:02:23
8308,20-30,2022-12-24 04:02:24
8292,20-30,2022-12-24 04:02:23
8302,20-25,2022-12-24 04:02:23
8310,12-22,2022-12-24 04:02:24
8314,12-27,2022-12-24 04:02:24
8313,25-40,2022-12-24 04:02:24
8293,20-30,2022-12-24 04:02:23
8315,20-30,2022-12-24 04:02:24
8309,30-45,2022-12-24 04:02:24
8311,15-25,2022-12-24 06:02:24
8322,20-30,2022-12-24 04:02:24
8323,16-26,2022-12-24 07:02:24
8327,20-30,2022-12-24 04:02:24
8318,20-30,2022-12-24 04:02:24
8333,31-31,2022-12-24 04:02:24
8321,17-27,2022-12-24 04:02:24
8316,15-25,2022-12-24 04:02:24
8306,15-25,2022-12-24 04:02:24
8326,15-25,2022-12-24 04:02:24
8330,10-10,2022-12-24 04:02:24
8332,30-40,2022-12-24 04:02:24
8305,30-40,2022-12-24 04:02:24
8335,20-30,2022-12-24 04:02:25
8338,20-30,2022-12-24 04:02:24
8289,20-30,2022-12-24 04:02:23
8340,20-30,2022-12-24 04:02:25
8339,15-25,2022-12-24 04:02:25
8342,10-20,2022-12-24 04:02:25
8341,15-25,2022-12-24 04:02:25
8345,20-30,2022-12-24 04:02:25
8344,15-15,2022-12-24 04:02:25
8337,20-30,2022-12-24 04:02:25
8354,20-30,2022-12-24 04:02:25
8347,18-28,2022-12-24 04:02:25
8352,17-27,2022-12-24 04:02:25
8350,20-30,2022-12-24 04:02:25
8351,30-40,2022-12-24 04:02:25
8355,20-30,2022-12-24 04:02:25
8357,21-31,2022-12-24 04:02:25
8358,20-30,2022-12-24 04:02:25
8349,15-30,2022-12-24 04:02:25
8359,20-30,2022-12-24 04:02:25
8360,17-27,2022-12-24 04:02:25
8362,17-27,2022-12-24 04:02:25
8384,20-30,2022-12-24 04:02:26
8370,20-30,2022-12-24 04:02:25
8364,20-30,2022-12-24 04:02:25
8375,30-40,2022-12-24 04:02:26
8368,15-25,2022-12-24 04:02:26
8382,20-25,2022-12-24 04:02:26
8372,25-35,2022-12-24 04:02:26
8367,15-25,2022-12-24 04:02:25
8380,20-30,2022-12-24 04:02:26
8386,22-32,2022-12-24 04:02:26
8390,25-35,2022-12-24 04:02:26
8399,12-22,2022-12-24 07:02:26
8395,15-30,2022-12-24 07:02:26
8385,20-30,2022-12-24 04:02:26
8397,15-28,2022-12-24 07:02:26
8388,20-35,2022-12-24 04:02:26
8402,25-35,2022-12-24 04:02:26
8396,20-30,2022-12-24 07:02:26
8389,30-40,2022-12-24 04:02:26
8391,15-25,2022-12-24 04:02:26
8392,20-35,2022-12-24 04:02:26
8376,20-30,2022-12-24 04:02:26
8407,20-30,2022-12-24 04:02:26
8403,20-30,2022-12-24 04:02:26
8405,25-35,2022-12-24 04:02:26
8406,20-30,2022-12-24 04:02:27
8423,15-25,2022-12-24 04:02:27
8409,20-30,2022-12-24 04:02:27
8424,20-30,2022-12-24 04:02:27
8417,16-26,2022-12-24 07:02:26
8428,15-25,2022-12-24 07:02:27
8419,20-30,2022-12-24 04:02:27
8414,14-24,2022-12-24 04:02:27
8421,35-50,2022-12-24 04:02:27
8416,21-31,2022-12-24 04:02:27
8422,15-25,2022-12-24 04:02:27
8431,38-48,2022-12-24 04:02:27
8433,20-30,2022-12-24 04:02:27
8448,20-30,2022-12-24 04:02:27
8447,25-35,2022-12-24 04:02:27
8434,20-30,2022-12-24 04:02:27
8450,20-30,2022-12-24 07:02:28
8458,27-37,2022-12-24 04:02:28
8452,20-30,2022-12-24 04:02:28
8443,15-30,2022-12-24 04:02:27
8449,30-40,2022-12-24 04:02:27
8442,15-25,2022-12-24 04:02:27
8463,15-25,2022-12-24 07:02:28
8432,15-25,2022-12-24 04:02:27
8418,52-67,2022-12-24 04:02:27
8435,15-15,2022-12-24 04:02:27
8461,35-45,2022-12-24 04:02:28
8470,20-30,2022-12-24 04:02:28
8480,20-25,2022-12-24 04:02:28
8488,20-20,2022-12-24 04:02:28
8477,19-29,2022-12-24 04:02:28
8479,15-25,2022-12-24 07:02:28
8468,15-25,2022-12-24 04:02:28
8459,25-35,2022-12-24 04:02:28
8486,35-45,2022-12-24 04:02:28
8465,8-8,2022-12-24 04:02:28
8491,25-35,2022-12-24 04:02:28
8503,15-25,2022-12-24 04:02:28
8489,20-30,2022-12-24 04:02:28
8495,18-28,2022-12-24 07:02:28
8500,15-25,2022-12-24 04:02:29
8508,16-26,2022-12-24 04:02:29
8504,18-28,2022-12-24 04:02:29
8510,21-31,2022-12-24 04:02:29
8493,20-30,2022-12-24 04:02:28
8506,20-30,2022-12-24 04:02:29
