store, eta, time
4188,20-35,2022-12-24 06:59:47
4186,20-30,2022-12-24 06:59:47
4178,15-25,2022-12-24 06:59:47
4157,12-22,2022-12-24 06:59:46
4167,12-22,2022-12-24 06:59:47
4179,20-30,2022-12-24 06:59:47
4190,15-25,2022-12-24 06:59:47
4173,15-25,2022-12-24 06:59:47
4164,20-30,2022-12-24 06:59:47
4192,11-21,2022-12-24 06:59:47
4193,15-25,2022-12-24 06:59:47
4191,20-30,2022-12-24 06:59:47
4201,17-27,2022-12-24 06:59:48
4200,13-28,2022-12-24 06:59:48
4202,15-25,2022-12-24 06:59:48
4194,15-25,2022-12-24 06:59:48
4195,20-30,2022-12-24 06:59:48
4206,20-30,2022-12-24 06:59:48
4183,20-30,2022-12-24 06:59:47
4207,15-25,2022-12-24 06:59:48
4189,15-25,2022-12-24 06:59:47
4204,14-24,2022-12-24 06:59:48
4209,20-30,2022-12-24 06:59:48
4212,15-25,2022-12-24 06:59:48
4214,14-24,2022-12-24 06:59:48
4213,12-22,2022-12-24 06:59:48
4216,,2022-12-24 07:00:17
4211,20-30,2022-12-24 06:59:48
4219,15-25,2022-12-24 06:59:48
4218,15-25,2022-12-24 06:59:48
4217,15-25,2022-12-24 06:59:48
4205,20-30,2022-12-24 06:59:48
4225,13-23,2022-12-24 06:59:49
4224,15-25,2022-12-24 06:59:48
4227,20-30,2022-12-24 06:59:49
4229,15-25,2022-12-24 06:59:49
4233,16-26,2022-12-24 06:59:49
4220,16-26,2022-12-24 06:59:48
4223,13-23,2022-12-24 06:59:49
4222,10-20,2022-12-24 06:59:48
4221,11-21,2022-12-24 06:59:48
4215,15-25,2022-12-24 06:59:48
4228,16-26,2022-12-24 06:59:49
4234,19-29,2022-12-24 06:59:49
4232,20-35,2022-12-24 06:59:49
4230,15-25,2022-12-24 06:59:49
4235,15-25,2022-12-24 06:59:49
4239,13-23,2022-12-24 06:59:49
4238,15-25,2022-12-24 06:59:49
4242,15-25,2022-12-24 06:59:49
4231,20-30,2022-12-24 06:59:49
4248,14-24,2022-12-24 06:59:49
4247,19-29,2022-12-24 06:59:49
4243,17-27,2022-12-24 06:59:49
4245,15-25,2022-12-24 06:59:49
4250,15-25,2022-12-24 06:59:49
4240,20-30,2022-12-24 06:59:49
4246,20-30,2022-12-24 06:59:49
4241,15-25,2022-12-24 06:59:49
4244,25-35,2022-12-24 06:59:49
4249,15-25,2022-12-24 06:59:49
4256,23-33,2022-12-24 06:59:50
4253,19-29,2022-12-24 06:59:50
4252,20-30,2022-12-24 06:59:50
4259,15-25,2022-12-24 06:59:50
4262,15-25,2022-12-24 06:59:50
4257,20-30,2022-12-24 06:59:50
4260,15-25,2022-12-24 06:59:56
4267,15-25,2022-12-24 06:59:50
4255,15-25,2022-12-24 06:59:50
4265,23-33,2022-12-24 06:59:50
4258,15-25,2022-12-24 06:59:50
4264,20-30,2022-12-24 06:59:50
4266,15-30,2022-12-24 06:59:50
4272,15-25,2022-12-24 06:59:50
4271,15-25,2022-12-24 06:59:50
4263,20-30,2022-12-24 06:59:50
4270,15-25,2022-12-24 06:59:50
4251,15-25,2022-12-24 06:59:50
4273,20-30,2022-12-24 06:59:50
4274,20-30,2022-12-24 06:59:50
4278,19-29,2022-12-24 06:59:51
4280,15-25,2022-12-24 06:59:51
4275,25-35,2022-12-24 06:59:51
4277,15-25,2022-12-24 06:59:51
4279,15-25,2022-12-24 06:59:51
4268,15-30,2022-12-24 06:59:50
4276,12-22,2022-12-24 06:59:51
4282,18-28,2022-12-24 06:59:51
4284,15-30,2022-12-24 06:59:51
4292,15-25,2022-12-24 06:59:51
4287,20-30,2022-12-24 06:59:51
4289,15-25,2022-12-24 06:59:51
4291,15-25,2022-12-24 06:59:51
4300,15-25,2022-12-24 06:59:52
4290,18-28,2022-12-24 06:59:51
4294,20-30,2022-12-24 06:59:51
4293,12-22,2022-12-24 06:59:51
4303,20-30,2022-12-24 06:59:53
4283,12-22,2022-12-24 06:59:51
4301,20-30,2022-12-24 06:59:52
4296,20-30,2022-12-24 06:59:51
4304,20-30,2022-12-24 06:59:52
4309,15-30,2022-12-24 06:59:52
4306,18-28,2022-12-24 06:59:52
4305,15-25,2022-12-24 06:59:52
4281,18-28,2022-12-24 06:59:51
4297,35-45,2022-12-24 06:59:52
4308,20-30,2022-12-24 06:59:52
4311,19-29,2022-12-24 06:59:52
4288,15-25,2022-12-24 06:59:51
4316,15-25,2022-12-24 06:59:52
4310,15-25,2022-12-24 06:59:52
4302,13-23,2022-12-24 06:59:52
4307,18-28,2022-12-24 06:59:52
4313,15-25,2022-12-24 06:59:52
4314,20-30,2022-12-24 06:59:52
4317,15-25,2022-12-24 06:59:52
4315,15-25,2022-12-24 06:59:52
4318,15-25,2022-12-24 06:59:52
4320,20-30,2022-12-24 06:59:52
4319,12-22,2022-12-24 06:59:52
4312,25-35,2022-12-24 06:59:52
4328,14-24,2022-12-24 06:59:53
4329,30-40,2022-12-24 06:59:53
4330,18-28,2022-12-24 06:59:53
4323,20-30,2022-12-24 06:59:52
4326,15-25,2022-12-24 06:59:53
4321,20-35,2022-12-24 06:59:52
4333,15-25,2022-12-24 06:59:53
4336,13-23,2022-12-24 06:59:53
4331,18-28,2022-12-24 06:59:53
4332,14-24,2022-12-24 06:59:53
4340,15-25,2022-12-24 06:59:53
4341,15-25,2022-12-24 06:59:53
4339,13-23,2022-12-24 06:59:53
4344,20-30,2022-12-24 06:59:53
4342,15-25,2022-12-24 06:59:53
4334,15-25,2022-12-24 06:59:53
4335,29-39,2022-12-24 06:59:53
4337,13-23,2022-12-24 06:59:53
4345,15-25,2022-12-24 06:59:53
4347,13-23,2022-12-24 06:59:53
4348,15-25,2022-12-24 06:59:54
4346,15-25,2022-12-24 06:59:53
4343,15-25,2022-12-24 06:59:53
4351,20-34,2022-12-24 06:59:54
4352,30-40,2022-12-24 06:59:54
4349,15-25,2022-12-24 06:59:54
4353,17-27,2022-12-24 06:59:54
4350,15-25,2022-12-24 06:59:53
4354,11-21,2022-12-24 06:59:54
4358,20-30,2022-12-24 06:59:54
4360,15-25,2022-12-24 06:59:54
4362,13-23,2022-12-24 06:59:54
4355,15-25,2022-12-24 06:59:54
4361,15-25,2022-12-24 06:59:54
4363,15-25,2022-12-24 06:59:54
4357,20-30,2022-12-24 06:59:54
4364,20-30,2022-12-24 06:59:54
4359,25-35,2022-12-24 06:59:54
4356,19-29,2022-12-24 06:59:54
4367,20-30,2022-12-24 06:59:54
4368,20-30,2022-12-24 06:59:54
4379,15-25,2022-12-24 06:59:55
4366,13-23,2022-12-24 06:59:54
4372,13-28,2022-12-24 06:59:55
4377,15-25,2022-12-24 06:59:55
4371,15-25,2022-12-24 06:59:55
4381,13-23,2022-12-24 06:59:55
4380,15-30,2022-12-24 06:59:55
4365,15-25,2022-12-24 06:59:54
4370,20-30,2022-12-24 06:59:54
4384,20-30,2022-12-24 06:59:55
4378,20-30,2022-12-24 06:59:55
4373,15-25,2022-12-24 06:59:55
4376,15-25,2022-12-24 06:59:55
4374,13-28,2022-12-24 06:59:55
4369,15-25,2022-12-24 06:59:54
4387,15-25,2022-12-24 06:59:55
4386,20-30,2022-12-24 06:59:55
4393,20-30,2022-12-24 06:59:55
4389,15-25,2022-12-24 06:59:55
4385,15-25,2022-12-24 06:59:55
4382,15-25,2022-12-24 06:59:55
4391,12-22,2022-12-24 06:59:55
4383,13-23,2022-12-24 06:59:55
4397,20-30,2022-12-24 06:59:55
4394,30-40,2022-12-24 06:59:55
4392,15-25,2022-12-24 06:59:55
4401,15-25,2022-12-24 06:59:56
4405,15-25,2022-12-24 06:59:56
4409,15-25,2022-12-24 06:59:56
4396,20-35,2022-12-24 06:59:55
4402,14-24,2022-12-24 06:59:56
4406,20-30,2022-12-24 06:59:56
4399,34-44,2022-12-24 06:59:55
4407,15-25,2022-12-24 06:59:56
4403,14-24,2022-12-24 06:59:56
4412,15-25,2022-12-24 06:59:56
4422,20-30,2022-12-24 06:59:56
4415,20-30,2022-12-24 06:59:56
4424,12-22,2022-12-24 06:59:56
4423,15-25,2022-12-24 06:59:56
4418,20-30,2022-12-24 06:59:56
4419,15-25,2022-12-24 06:59:56
4425,12-22,2022-12-24 06:59:56
4420,15-25,2022-12-24 06:59:56
4417,20-30,2022-12-24 06:59:56
4435,30-40,2022-12-24 06:59:57
4433,30-45,2022-12-24 06:59:57
4427,15-30,2022-12-24 06:59:56
4436,30-40,2022-12-24 06:59:56
4428,20-30,2022-12-24 06:59:56
4429,10-20,2022-12-24 06:59:56
4437,22-32,2022-12-24 06:59:57
4438,20-30,2022-12-24 06:59:56
4441,15-25,2022-12-24 06:59:57
4440,20-30,2022-12-24 06:59:57
4445,15-25,2022-12-24 06:59:57
4451,28-38,2022-12-24 06:59:57
4447,15-25,2022-12-24 06:59:57
4443,13-19,2022-12-24 06:59:57
4448,20-30,2022-12-24 06:59:57
4442,12-27,2022-12-24 06:59:57
4449,20-30,2022-12-24 06:59:57
4452,14-24,2022-12-24 06:59:57
4446,13-23,2022-12-24 06:59:57
4455,14-24,2022-12-24 06:59:56
4454,15-25,2022-12-24 06:59:57
4456,15-20,2022-12-24 06:59:57
4450,25-35,2022-12-24 06:59:57
4460,15-25,2022-12-24 06:59:58
4462,14-24,2022-12-24 06:59:58
4466,20-30,2022-12-24 06:59:58
4463,20-30,2022-12-24 06:59:58
4467,15-25,2022-12-24 06:59:58
4465,15-25,2022-12-24 06:59:58
4464,20-30,2022-12-24 06:59:58
4468,15-25,2022-12-24 06:59:58
4469,15-30,2022-12-24 06:59:58
4458,15-30,2022-12-24 06:59:57
4471,15-25,2022-12-24 06:59:58
4473,20-30,2022-12-24 06:59:58
4472,15-25,2022-12-24 06:59:58
4476,25-35,2022-12-24 06:59:58
4474,20-30,2022-12-24 06:59:58
4477,12-22,2022-12-24 06:59:58
4453,30-40,2022-12-24 06:59:57
4479,20-30,2022-12-24 06:59:58
4459,,2022-12-24 07:00:26
4480,20-35,2022-12-24 06:59:58
4481,20-30,2022-12-24 06:59:59
4478,15-25,2022-12-24 06:59:58
4482,15-25,2022-12-24 06:59:59
4461,20-32,2022-12-24 06:59:58
4486,22-32,2022-12-24 06:59:59
4487,15-25,2022-12-24 06:59:59
4484,20-30,2022-12-24 06:59:59
4493,30-40,2022-12-24 06:59:59
4488,15-25,2022-12-24 06:59:59
4485,15-25,2022-12-24 06:59:59
4490,15-25,2022-12-24 06:59:59
4500,12-22,2022-12-24 06:59:59
4483,20-30,2022-12-24 06:59:59
4491,15-25,2022-12-24 06:59:59
4492,20-30,2022-12-24 06:59:59
4495,15-25,2022-12-24 06:59:59
4502,13-28,2022-12-24 06:59:59
4470,15-25,2022-12-24 06:59:58
4501,12-22,2022-12-24 07:00:04
4497,12-22,2022-12-24 06:59:59
4504,15-25,2022-12-24 06:59:59
4507,20-30,2022-12-24 06:59:59
4506,12-22,2022-12-24 06:59:59
4494,13-23,2022-12-24 06:59:59
4505,12-27,2022-12-24 06:59:59
4510,15-25,2022-12-24 07:00:00
4509,32-42,2022-12-24 06:59:59
4511,20-30,2022-12-24 07:00:00
4508,13-28,2022-12-24 07:00:00
4512,13-28,2022-12-24 07:00:00
4514,12-22,2022-12-24 07:00:00
4516,15-30,2022-12-24 07:00:00
4515,15-25,2022-12-24 07:00:00
4518,15-25,2022-12-24 07:00:00
4513,13-28,2022-12-24 07:00:00
4523,15-25,2022-12-24 07:00:00
4522,20-30,2022-12-24 07:00:00
4525,12-22,2022-12-24 07:00:00
4524,15-30,2022-12-24 07:00:00
4521,11-21,2022-12-24 07:00:00
4520,15-30,2022-12-24 07:00:00
4526,15-25,2022-12-24 07:00:00
4531,20-30,2022-12-24 07:00:00
4527,20-30,2022-12-24 07:00:00
4528,15-30,2022-12-24 07:00:01
4538,12-22,2022-12-24 07:00:01
4534,15-25,2022-12-24 07:00:01
4542,24-33,2022-12-24 07:00:01
4517,15-25,2022-12-24 07:00:00
4519,15-30,2022-12-24 07:00:00
4547,13-23,2022-12-24 07:00:01
4536,15-25,2022-12-24 07:00:01
4545,17-27,2022-12-24 07:00:01
4550,13-23,2022-12-24 07:00:02
4532,14-24,2022-12-24 07:00:00
4554,15-25,2022-12-24 07:00:01
4543,13-23,2022-12-24 07:00:01
4541,15-25,2022-12-24 07:00:01
4530,10-20,2022-12-24 07:00:00
4540,12-22,2022-12-24 07:00:01
4535,13-28,2022-12-24 07:00:01
4559,15-30,2022-12-24 07:00:01
4567,12-22,2022-12-24 07:00:02
4533,20-30,2022-12-24 07:00:01
4570,15-25,2022-12-24 07:00:02
4568,20-30,2022-12-24 07:00:02
4561,20-30,2022-12-24 07:00:02
4556,13-28,2022-12-24 07:00:03
4569,12-22,2022-12-24 07:00:02
4577,12-22,2022-12-24 07:00:03
4574,12-22,2022-12-24 07:00:03
4578,12-22,2022-12-24 07:00:03
4572,12-22,2022-12-24 07:00:02
4546,15-25,2022-12-24 07:00:01
4544,15-25,2022-12-24 07:00:01
4583,12-22,2022-12-24 07:00:03
4573,15-15,2022-12-24 07:00:03
4571,12-27,2022-12-24 07:00:03
4581,12-22,2022-12-24 07:00:03
4565,14-29,2022-12-24 07:00:02
4562,15-30,2022-12-24 07:00:02
4580,15-18,2022-12-24 07:00:05
4584,13-28,2022-12-24 07:00:03
4586,12-22,2022-12-24 07:00:03
4553,20-30,2022-12-24 07:00:01
4566,13-28,2022-12-24 07:00:02
4558,15-25,2022-12-24 07:00:01
4552,20-35,2022-12-24 07:00:01
4551,16-26,2022-12-24 07:00:01
4585,14-24,2022-12-24 07:00:03
4564,15-25,2022-12-24 07:00:02
4588,13-13,2022-12-24 07:00:03
4592,16-26,2022-12-24 07:00:06
4593,13-13,2022-12-24 07:00:03
4589,20-30,2022-12-24 07:00:06
4594,16-31,2022-12-24 07:00:06
4596,15-25,2022-12-24 07:00:03
4602,14-24,2022-12-24 07:00:05
4600,12-22,2022-12-24 07:00:05
4590,20-30,2022-12-24 07:00:03
4537,11-21,2022-12-24 07:00:01
4576,20-30,2022-12-24 07:00:02
4605,14-24,2022-12-24 07:00:06
4587,20-30,2022-12-24 07:00:03
4612,13-23,2022-12-24 07:00:05
4591,25-40,2022-12-24 07:00:05
4595,,2022-12-24 07:00:32
4611,45-55,2022-12-24 07:00:07
4618,40-50,2022-12-24 07:00:06
4617,15-25,2022-12-24 07:00:06
4606,60-70,2022-12-24 07:00:06
4616,13-23,2022-12-24 07:00:05
4610,15-25,2022-12-24 07:00:05
4614,15-25,2022-12-24 07:00:04
4582,24-34,2022-12-24 07:00:04
4620,13-23,2022-12-24 07:00:04
4622,14-24,2022-12-24 07:00:06
4613,15-25,2022-12-24 07:00:05
4634,23-33,2022-12-24 07:00:05
4603,14-24,2022-12-24 07:00:06
4628,14-24,2022-12-24 07:00:06
4597,12-27,2022-12-24 07:00:03
4630,13-23,2022-12-24 07:00:06
4626,15-25,2022-12-24 07:00:05
4631,15-25,2022-12-24 07:00:06
4632,20-30,2022-12-24 07:00:04
4641,14-24,2022-12-24 07:00:06
4642,15-25,2022-12-24 07:00:07
4633,12-22,2022-12-24 07:00:06
4640,14-24,2022-12-24 07:00:05
4629,12-22,2022-12-24 07:00:07
4635,14-24,2022-12-24 07:00:07
4645,15-25,2022-12-24 07:00:07
4643,25-35,2022-12-24 07:00:06
4646,13-23,2022-12-24 07:00:07
4609,13-28,2022-12-24 07:00:07
4648,14-24,2022-12-24 07:00:06
4644,20-30,2022-12-24 07:00:07
4651,18-28,2022-12-24 07:00:06
4649,15-25,2022-12-24 07:00:05
4625,14-24,2022-12-24 07:00:07
4653,13-23,2022-12-24 07:00:08
4539,14-24,2022-12-24 07:00:01
4650,20-30,2022-12-24 07:00:06
4652,14-24,2022-12-24 07:00:05
4638,19-29,2022-12-24 07:00:10
4654,20-30,2022-12-24 07:00:06
4661,30-40,2022-12-24 07:00:07
4657,13-23,2022-12-24 07:00:05
4663,13-23,2022-12-24 07:00:05
4662,20-35,2022-12-24 07:00:05
4659,13-23,2022-12-24 07:00:05
4677,15-25,2022-12-24 07:00:06
4672,15-15,2022-12-24 07:00:07
4670,14-24,2022-12-24 07:00:05
4674,15-25,2022-12-24 07:00:07
4671,30-40,2022-12-24 07:00:06
4673,13-23,2022-12-24 07:00:07
4679,13-23,2022-12-24 07:00:06
4675,13-23,2022-12-24 07:00:06
4681,13-23,2022-12-24 07:00:06
4680,15-25,2022-12-24 07:00:06
4682,30-40,2022-12-24 07:00:06
4686,15-25,2022-12-24 07:00:06
4687,15-25,2022-12-24 07:00:07
4685,30-40,2022-12-24 07:00:06
4683,15-25,2022-12-24 07:00:07
4669,20-30,2022-12-24 07:00:06
4684,30-40,2022-12-24 07:00:07
4688,12-22,2022-12-24 07:00:06
4690,20-30,2022-12-24 07:00:07
4689,45-55,2022-12-24 07:00:08
4692,12-22,2022-12-24 07:00:06
4696,9-19,2022-12-24 07:00:07
4703,20-30,2022-12-24 07:00:07
4658,12-22,2022-12-24 07:00:05
4700,20-30,2022-12-24 07:00:07
4691,20-30,2022-12-24 07:00:06
4704,20-30,2022-12-24 07:00:07
4708,12-27,2022-12-24 07:00:07
4709,,2022-12-24 07:00:35
4710,20-30,2022-12-24 07:00:07
4720,20-30,2022-12-24 07:00:07
4666,12-22,2022-12-24 07:00:05
4740,25-35,2022-12-24 07:00:07
4744,15-25,2022-12-24 07:00:08
4713,20-30,2022-12-24 07:00:07
4737,18-28,2022-12-24 07:00:07
4738,30-40,2022-12-24 07:00:07
4736,14-24,2022-12-24 07:00:07
4717,20-30,2022-12-24 07:00:07
4735,20-30,2022-12-24 07:00:07
4714,20-30,2022-12-24 07:00:07
4725,20-30,2022-12-24 07:00:07
4728,20-30,2022-12-24 07:00:07
4721,12-22,2022-12-24 07:00:07
4702,25-35,2022-12-24 07:00:07
4747,20-30,2022-12-24 07:00:08
4741,20-30,2022-12-24 07:00:07
4746,20-30,2022-12-24 07:00:08
4748,15-25,2022-12-24 07:00:08
4693,15-25,2022-12-24 07:00:07
4742,20-30,2022-12-24 07:00:08
4745,12-22,2022-12-24 07:00:08
4743,20-30,2022-12-24 07:00:08
4752,20-30,2022-12-24 07:00:08
4751,15-25,2022-12-24 07:00:08
4749,20-30,2022-12-24 07:00:08
4668,13-23,2022-12-24 07:00:05
4739,18-33,2022-12-24 07:00:07
4750,15-25,2022-12-24 07:00:08
4765,20-30,2022-12-24 07:00:09
4763,25-35,2022-12-24 07:00:08
4754,15-25,2022-12-24 07:00:08
4762,20-30,2022-12-24 07:00:08
4757,15-25,2022-12-24 07:00:08
4768,20-30,2022-12-24 07:00:09
4758,18-28,2022-12-24 07:00:08
4761,25-35,2022-12-24 07:00:08
4759,20-30,2022-12-24 07:00:08
4764,13-23,2022-12-24 07:00:09
4756,20-30,2022-12-24 07:00:08
4766,20-30,2022-12-24 07:00:09
4773,35-45,2022-12-24 07:00:09
4771,15-25,2022-12-24 07:00:09
4769,35-45,2022-12-24 07:00:09
4760,20-30,2022-12-24 07:00:13
4775,15-25,2022-12-24 07:00:09
4776,15-25,2022-12-24 07:00:09
4777,30-40,2022-12-24 07:00:09
4779,18-33,2022-12-24 07:00:09
4782,12-27,2022-12-24 07:00:09
4784,25-35,2022-12-24 07:00:09
4783,20-35,2022-12-24 07:00:09
4753,14-24,2022-12-24 07:00:08
4780,20-35,2022-12-24 07:00:09
4785,20-35,2022-12-24 07:00:10
4788,16-31,2022-12-24 07:00:09
4787,15-25,2022-12-24 07:00:10
4789,20-30,2022-12-24 07:00:11
4791,15-25,2022-12-24 07:00:10
4792,15-25,2022-12-24 07:00:10
4790,20-30,2022-12-24 07:00:10
4796,15-25,2022-12-24 07:00:10
4793,15-25,2022-12-24 07:00:10
4772,15-25,2022-12-24 07:00:09
4786,20-30,2022-12-24 07:00:10
4778,30-40,2022-12-24 07:00:09
4770,13-23,2022-12-24 07:00:09
4800,20-30,2022-12-24 07:00:10
4808,12-22,2022-12-24 07:00:10
4794,15-25,2022-12-24 07:00:10
4797,15-25,2022-12-24 07:00:10
4795,40-50,2022-12-24 07:00:10
4809,15-25,2022-12-24 07:00:10
4803,20-30,2022-12-24 07:00:10
4810,15-25,2022-12-24 07:00:10
4806,20-30,2022-12-24 07:00:10
4811,12-22,2022-12-24 07:00:10
4813,15-25,2022-12-24 07:00:10
4812,13-23,2022-12-24 07:00:10
4814,13-23,2022-12-24 07:00:10
4816,13-23,2022-12-24 07:00:10
4815,13-23,2022-12-24 07:00:10
4821,20-30,2022-12-24 07:00:11
4826,10-20,2022-12-24 07:00:11
4823,12-22,2022-12-24 07:00:10
4820,18-28,2022-12-24 07:00:10
4827,15-25,2022-12-24 07:00:16
4824,15-25,2022-12-24 07:00:11
4833,15-25,2022-12-24 07:00:11
4781,18-33,2022-12-24 07:00:09
4767,20-30,2022-12-24 07:00:09
4830,10-25,2022-12-24 07:00:11
4840,15-30,2022-12-24 07:00:11
4831,15-25,2022-12-24 07:00:11
4842,15-25,2022-12-24 07:00:11
4829,15-25,2022-12-24 07:00:11
4843,30-40,2022-12-24 07:00:11
4825,14-24,2022-12-24 07:00:11
4836,20-30,2022-12-24 07:00:11
4845,20-30,2022-12-24 07:00:11
4828,20-30,2022-12-24 07:00:11
4847,12-22,2022-12-24 07:00:11
4853,50-60,2022-12-24 07:00:11
4844,20-30,2022-12-24 07:00:11
4856,20-30,2022-12-24 07:00:11
4852,50-60,2022-12-24 07:00:11
4848,15-25,2022-12-24 07:00:11
4857,50-60,2022-12-24 07:00:12
4855,20-30,2022-12-24 07:00:11
4861,20-30,2022-12-24 07:00:12
4858,20-30,2022-12-24 07:00:12
4860,20-30,2022-12-24 07:00:12
4862,20-30,2022-12-24 07:00:12
4866,20-30,2022-12-24 07:00:12
4864,20-30,2022-12-24 07:00:12
4867,12-22,2022-12-24 07:00:12
4871,20-30,2022-12-24 07:00:12
4873,20-30,2022-12-24 07:00:12
4846,12-22,2022-12-24 07:00:11
4876,30-40,2022-12-24 07:00:12
4870,20-30,2022-12-24 07:00:12
4868,12-22,2022-12-24 07:00:12
4863,21-31,2022-12-24 07:00:12
4877,12-27,2022-12-24 07:00:12
4880,20-30,2022-12-24 07:00:12
4872,15-25,2022-12-24 07:00:12
4878,18-33,2022-12-24 07:00:12
4883,20-30,2022-12-24 07:00:12
4888,12-22,2022-12-24 07:00:13
4885,15-25,2022-12-24 07:00:13
4882,15-25,2022-12-24 07:00:12
4874,10-25,2022-12-24 07:00:12
4903,10-25,2022-12-24 07:00:29
4889,20-30,2022-12-24 07:00:13
4890,20-30,2022-12-24 07:00:12
4892,20-35,2022-12-24 07:00:13
4900,20-30,2022-12-24 06:00:13
4897,15-25,2022-12-24 07:00:13
4902,13-23,2022-12-24 07:00:13
4905,20-30,2022-12-24 06:00:13
4904,,2022-12-24 07:00:42
4879,20-30,2022-12-24 07:00:12
4907,,2022-12-24 07:00:42
4909,15-25,2022-12-24 07:00:13
4906,15-25,2022-12-24 07:00:13
4891,20-30,2022-12-24 07:00:13
4910,15-25,2022-12-24 07:00:13
4913,15-25,2022-12-24 07:00:13
4917,20-30,2022-12-24 07:00:14
4901,13-23,2022-12-24 07:00:13
4895,20-30,2022-12-24 07:00:13
4912,20-30,2022-12-24 07:00:13
4908,30-40,2022-12-24 07:00:13
4915,30-40,2022-12-24 07:00:14
4916,20-30,2022-12-24 07:00:14
4911,20-30,2022-12-24 07:00:13
4914,15-25,2022-12-24 07:00:13
4918,20-30,2022-12-24 07:00:14
4920,15-25,2022-12-24 07:00:14
4923,20-30,2022-12-24 07:00:14
4925,20-30,2022-12-24 07:00:14
4919,15-25,2022-12-24 07:00:14
4924,20-30,2022-12-24 07:00:14
4930,20-30,2022-12-24 07:00:14
4926,20-30,2022-12-24 07:00:14
4931,20-30,2022-12-24 07:00:14
4933,15-25,2022-12-24 07:00:14
4928,12-22,2022-12-24 07:00:14
4934,20-30,2022-12-24 07:00:14
4936,20-30,2022-12-24 07:00:14
4942,25-35,2022-12-24 07:00:14
4922,15-25,2022-12-24 07:00:14
4932,15-25,2022-12-24 07:00:14
4937,15-25,2022-12-24 07:00:14
4938,15-25,2022-12-24 07:00:14
4945,14-24,2022-12-24 07:00:14
4946,15-30,2022-12-24 07:00:15
4949,21-34,2022-12-24 07:00:15
4948,20-30,2022-12-24 07:00:14
4943,20-30,2022-12-24 07:00:14
4935,25-40,2022-12-24 07:00:14
4953,15-25,2022-12-24 07:00:15
4950,15-25,2022-12-24 07:00:15
4957,20-30,2022-12-24 07:00:15
4955,20-30,2022-12-24 07:00:15
4958,20-30,2022-12-24 07:00:15
4956,12-22,2022-12-24 07:00:15
4959,15-25,2022-12-24 07:00:15
4968,15-25,2022-12-24 07:00:15
4964,15-25,2022-12-24 07:00:15
4962,15-25,2022-12-24 07:00:15
4963,11-21,2022-12-24 07:00:15
4973,17-27,2022-12-24 07:00:15
4966,15-30,2022-12-24 07:00:15
4972,20-30,2022-12-24 07:00:15
4974,15-25,2022-12-24 07:00:15
4977,16-26,2022-12-24 07:00:16
4965,20-30,2022-12-24 07:00:15
4986,15-25,2022-12-24 07:00:16
4983,12-27,2022-12-24 07:00:16
4988,25-35,2022-12-24 07:00:16
4997,20-30,2022-12-24 07:00:16
4985,12-22,2022-12-24 07:00:15
4991,20-30,2022-12-24 07:00:16
4984,17-32,2022-12-24 07:00:15
5000,20-30,2022-12-24 07:00:16
5001,25-35,2022-12-24 07:00:16
4989,10-20,2022-12-24 07:00:16
5003,20-30,2022-12-24 07:00:16
5002,15-25,2022-12-24 07:00:16
5004,15-25,2022-12-24 07:00:16
5007,20-30,2022-12-24 07:00:16
5008,15-30,2022-12-24 07:00:16
5005,20-30,2022-12-24 07:00:16
5010,15-30,2022-12-24 07:00:16
5011,20-30,2022-12-24 07:00:16
5013,18-28,2022-12-24 07:00:16
5012,20-30,2022-12-24 07:00:16
5015,20-30,2022-12-24 07:00:16
4947,20-30,2022-12-24 07:00:15
5019,,2022-12-24 07:00:45
5014,12-22,2022-12-24 07:00:16
5017,20-30,2022-12-24 07:00:17
5020,20-35,2022-12-24 07:00:17
5021,15-25,2022-12-24 07:00:17
5023,21-31,2022-12-24 07:00:17
5024,13-23,2022-12-24 07:00:17
5016,15-25,2022-12-24 07:00:16
5018,15-25,2022-12-24 07:00:17
5029,15-25,2022-12-24 07:00:17
5025,15-30,2022-12-24 07:00:17
5026,30-45,2022-12-24 07:00:17
5027,15-25,2022-12-24 07:00:17
5032,12-22,2022-12-24 07:00:17
5034,25-40,2022-12-24 07:00:17
5031,12-27,2022-12-24 07:00:17
5028,30-45,2022-12-24 07:00:22
5036,25-35,2022-12-24 07:00:17
5022,20-30,2022-12-24 07:00:17
5035,13-23,2022-12-24 07:00:17
5037,20-30,2022-12-24 07:00:17
5038,20-35,2022-12-24 07:00:17
5040,20-30,2022-12-24 07:00:18
5039,20-35,2022-12-24 07:00:17
5030,20-30,2022-12-24 07:00:17
5044,18-28,2022-12-24 07:00:18
5041,20-25,2022-12-24 07:00:18
5045,15-25,2022-12-24 07:00:18
5033,12-27,2022-12-24 07:00:17
5046,15-25,2022-12-24 07:00:18
5048,20-30,2022-12-24 07:00:18
5047,14-24,2022-12-24 07:00:18
5051,15-25,2022-12-24 07:00:18
5049,15-25,2022-12-24 07:00:18
5050,17-27,2022-12-24 07:00:18
5056,20-30,2022-12-24 07:00:18
5052,13-23,2022-12-24 07:00:18
5053,16-26,2022-12-24 07:00:18
5043,15-25,2022-12-24 07:00:18
5058,15-25,2022-12-24 07:00:18
5054,15-25,2022-12-24 07:00:18
5057,20-30,2022-12-24 07:00:18
5059,13-23,2022-12-24 07:00:23
5060,15-30,2022-12-24 07:00:18
5064,20-30,2022-12-24 07:00:19
5061,15-25,2022-12-24 07:00:18
